original,sanitized
[Solar Concept 276 KWp Likovouni] PCC PCC Current THD-R of phase L2 (%),solar_concept_276_kwp_likovouni__pcc_current_thd_r_of_phase_l2__pct
[Solar Concept 276 KWp Likovouni] PCC PCC Current THD-R of phase L3 (%),solar_concept_276_kwp_likovouni__pcc_current_thd_r_of_phase_l3__pct
[Solar Concept 276 KWp Likovouni] PCC PCC active energy export (kWh),solar_concept_276_kwp_likovouni__pcc_active_energy_export__kwh
[Solar Concept 276 KWp Likovouni] PCC PCC active energy import (kWh),solar_concept_276_kwp_likovouni__pcc_active_energy_import__kwh
[Solar Concept 276 KWp Likovouni] PCC PCC apparent energy (kVAh),solar_concept_276_kwp_likovouni__pcc_apparent_energy__kvah
[Solar Concept 276 KWp Likovouni] PCC PCC current of phase L1 (A),solar_concept_276_kwp_likovouni__pcc_current_of_phase_l1__a
[Solar Concept 276 KWp Likovouni] PCC PCC current of phase L2 (A),solar_concept_276_kwp_likovouni__pcc_current_of_phase_l2__a
[Solar Concept 276 KWp Likovouni] PCC PCC current of phase L3 (A),solar_concept_276_kwp_likovouni__pcc_current_of_phase_l3__a
[Solar Concept 276 KWp Likovouni] PCC PCC current unbalance of phase L1 (%),solar_concept_276_kwp_likovouni__pcc_current_unbalance_of_phase_l1__pct
[Solar Concept 276 KWp Likovouni] PCC PCC current unbalance of phase L2 (%),solar_concept_276_kwp_likovouni__pcc_current_unbalance_of_phase_l2__pct
[Solar Concept 276 KWp Likovouni] PCC PCC current unbalance of phase L3 (%),solar_concept_276_kwp_likovouni__pcc_current_unbalance_of_phase_l3__pct
[Solar Concept 276 KWp Likovouni] PCC PCC frequency (Hz),solar_concept_276_kwp_likovouni__pcc_frequency__hz
[Solar Concept 276 KWp Likovouni] PCC PCC power factor of phase L1 (-),solar_concept_276_kwp_likovouni__pcc_power_factor_of_phase_l1
[Solar Concept 276 KWp Likovouni] PCC PCC power factor of phase L2 (-),solar_concept_276_kwp_likovouni__pcc_power_factor_of_phase_l2
[Solar Concept 276 KWp Likovouni] PCC PCC power factor of phase L3 (-),solar_concept_276_kwp_likovouni__pcc_power_factor_of_phase_l3
[Solar Concept 276 KWp Likovouni] PCC PCC reactive energy export (kVArh),solar_concept_276_kwp_likovouni__pcc_reactive_energy_export__kvarh
[Solar Concept 276 KWp Likovouni] PCC PCC reactive energy import (kVArh),solar_concept_276_kwp_likovouni__pcc_reactive_energy_import__kvarh
[Solar Concept 276 KWp Likovouni] PCC PCC total power factor (-),solar_concept_276_kwp_likovouni__pcc_total_power_factor
[Solar Concept 276 KWp Likovouni] PCC PCC voltage of L1-L2 (Vac),solar_concept_276_kwp_likovouni__pcc_voltage_of_l1_l2__vac
[Solar Concept 276 KWp Likovouni] PCC PCC voltage of L2-L3 (Vac),solar_concept_276_kwp_likovouni__pcc_voltage_of_l2_l3__vac
[Solar Concept 276 KWp Likovouni] PCC PCC voltage of L3-L1 (Vac),solar_concept_276_kwp_likovouni__pcc_voltage_of_l3_l1__vac
[Solar Concept 276 KWp Likovouni] PCC Production active energy export (kWh),solar_concept_276_kwp_likovouni__pcc_production_active_energy_export__kwh
[Solar Concept 276 KWp Likovouni] PCC Production active energy import (kWh),solar_concept_276_kwp_likovouni__pcc_production_active_energy_import__kwh
[Solar Concept 276 KWp Likovouni] PCC Production apparent energy (kVAh),solar_concept_276_kwp_likovouni__pcc_production_apparent_energy__kvah
[Solar Concept 276 KWp Likovouni] PCC Production current of phase L1 (A),solar_concept_276_kwp_likovouni__pcc_production_current_of_phase_l1__a
[Solar Concept 276 KWp Likovouni] PCC Production current of phase L2 (A),solar_concept_276_kwp_likovouni__pcc_production_current_of_phase_l2__a
[Solar Concept 276 KWp Likovouni] PCC Production current of phase L3 (A),solar_concept_276_kwp_likovouni__pcc_production_current_of_phase_l3__a
[Solar Concept 276 KWp Likovouni] PCC Production frequency (Hz),solar_concept_276_kwp_likovouni__pcc_production_frequency__hz
[Solar Concept 276 KWp Likovouni] PCC Production reactive energy export (kVArh),solar_concept_276_kwp_likovouni__pcc_production_reactive_energy_export__kvarh
[Solar Concept 276 KWp Likovouni] PCC Production reactive energy import (kVArh),solar_concept_276_kwp_likovouni__pcc_production_reactive_energy_import__kvarh
[Solar Concept 276 KWp Likovouni] PCC Production total power factor (-),solar_concept_276_kwp_likovouni__pcc_production_total_power_factor
[Solar Concept 276 KWp Likovouni] PCC Production voltage of L1-L2 (Vac),solar_concept_276_kwp_likovouni__pcc_production_voltage_of_l1_l2__vac
[Solar Concept 276 KWp Likovouni] PCC Production voltage of L2-L3 (Vac),solar_concept_276_kwp_likovouni__pcc_production_voltage_of_l2_l3__vac
[Solar Concept 276 KWp Likovouni] PCC Production voltage of L3-L1 (Vac),solar_concept_276_kwp_likovouni__pcc_production_voltage_of_l3_l1__vac
[Solar Concept 276 KWp Likovouni] PCC Total Production active power (kW),solar_concept_276_kwp_likovouni__pcc_total_production_active_power__kw
[Solar Concept 276 KWp Likovouni] PCC Total Production apparent power (kVA),solar_concept_276_kwp_likovouni__pcc_total_production_apparent_power__kva
[Solar Concept 276 KWp Likovouni] PCC Total Production reactive power (kVAr),solar_concept_276_kwp_likovouni__pcc_total_production_reactive_power__kvar
[Solar Concept 276 KWp Likovouni] Solar Concept 276 KWp Likovouni Average Irradiance (W*m^-2),solar_concept_276_kwp_likovouni__solar_concept_276_kwp_likovouni_average_irradiance__w_m_2
[Solar Concept 3721 KWp Lexaina] PCC PCC Current THD-R of phase L1 (%),solar_concept_3721_kwp_lexaina__pcc_current_thd_r_of_phase_l1__pct
[Solar Concept 3721 KWp Lexaina] PCC PCC Current THD-R of phase L2 (%),solar_concept_3721_kwp_lexaina__pcc_current_thd_r_of_phase_l2__pct
[Solar Concept 3721 KWp Lexaina] PCC PCC Current THD-R of phase L3 (%),solar_concept_3721_kwp_lexaina__pcc_current_thd_r_of_phase_l3__pct
[Solar Concept 3721 KWp Lexaina] PCC PCC active energy export (kWh),solar_concept_3721_kwp_lexaina__pcc_active_energy_export__kwh
[Solar Concept 3721 KWp Lexaina] PCC PCC active energy import (kWh),solar_concept_3721_kwp_lexaina__pcc_active_energy_import__kwh
[Solar Concept 3721 KWp Lexaina] PCC PCC apparent energy (kVAh),solar_concept_3721_kwp_lexaina__pcc_apparent_energy__kvah
[Solar Concept 3721 KWp Lexaina] PCC PCC current of phase L1 (A),solar_concept_3721_kwp_lexaina__pcc_current_of_phase_l1__a
[Solar Concept 3721 KWp Lexaina] PCC PCC current of phase L2 (A),solar_concept_3721_kwp_lexaina__pcc_current_of_phase_l2__a
[Solar Concept 3721 KWp Lexaina] PCC PCC current of phase L3 (A),solar_concept_3721_kwp_lexaina__pcc_current_of_phase_l3__a
[Solar Concept 3721 KWp Lexaina] PCC PCC frequency (Hz),solar_concept_3721_kwp_lexaina__pcc_frequency__hz
[Solar Concept 3721 KWp Lexaina] PCC PCC power factor of phase L1 (-),solar_concept_3721_kwp_lexaina__pcc_power_factor_of_phase_l1
[Solar Concept 3721 KWp Lexaina] PCC PCC power factor of phase L2 (-),solar_concept_3721_kwp_lexaina__pcc_power_factor_of_phase_l2
[Solar Concept 3721 KWp Lexaina] PCC PCC power factor of phase L3 (-),solar_concept_3721_kwp_lexaina__pcc_power_factor_of_phase_l3
[Solar Concept 3721 KWp Lexaina] PCC PCC reactive energy export (kVArh),solar_concept_3721_kwp_lexaina__pcc_reactive_energy_export__kvarh
[Solar Concept 3721 KWp Lexaina] PCC PCC reactive energy import (kVArh),solar_concept_3721_kwp_lexaina__pcc_reactive_energy_import__kvarh
[Solar Concept 3721 KWp Lexaina] PCC PCC total power factor (-),solar_concept_3721_kwp_lexaina__pcc_total_power_factor
[Solar Concept 3721 KWp Lexaina] PCC PCC voltage of L1-L2 (Vac),solar_concept_3721_kwp_lexaina__pcc_voltage_of_l1_l2__vac
[Solar Concept 3721 KWp Lexaina] PCC PCC voltage of L2-L3 (Vac),solar_concept_3721_kwp_lexaina__pcc_voltage_of_l2_l3__vac
[Solar Concept 3721 KWp Lexaina] PCC PCC voltage of L3-L1 (Vac),solar_concept_3721_kwp_lexaina__pcc_voltage_of_l3_l1__vac
[Solar Concept 3721 KWp Lexaina] PCC Production active energy export (kWh),solar_concept_3721_kwp_lexaina__pcc_production_active_energy_export__kwh
[Solar Concept 3721 KWp Lexaina] PCC Production active energy import (kWh),solar_concept_3721_kwp_lexaina__pcc_production_active_energy_import__kwh
[Solar Concept 3721 KWp Lexaina] PCC Production current of phase L1 (A),solar_concept_3721_kwp_lexaina__pcc_production_current_of_phase_l1__a
[Solar Concept 3721 KWp Lexaina] PCC Production current of phase L2 (A),solar_concept_3721_kwp_lexaina__pcc_production_current_of_phase_l2__a
[Solar Concept 3721 KWp Lexaina] PCC Production current of phase L3 (A),solar_concept_3721_kwp_lexaina__pcc_production_current_of_phase_l3__a
[Solar Concept 3721 KWp Lexaina] PCC Production frequency (Hz),solar_concept_3721_kwp_lexaina__pcc_production_frequency__hz
[Solar Concept 3721 KWp Lexaina] PCC Production reactive energy export (kVArh),solar_concept_3721_kwp_lexaina__pcc_production_reactive_energy_export__kvarh
[Solar Concept 3721 KWp Lexaina] PCC Production reactive energy import (kVArh),solar_concept_3721_kwp_lexaina__pcc_production_reactive_energy_import__kvarh
[Solar Concept 3721 KWp Lexaina] PCC Production total power factor (-),solar_concept_3721_kwp_lexaina__pcc_production_total_power_factor
[Solar Concept 3721 KWp Lexaina] PCC Production voltage of L1-L2 (Vac),solar_concept_3721_kwp_lexaina__pcc_production_voltage_of_l1_l2__vac
[Solar Concept 3721 KWp Lexaina] PCC Production voltage of L2-L3 (Vac),solar_concept_3721_kwp_lexaina__pcc_production_voltage_of_l2_l3__vac
[Solar Concept 3721 KWp Lexaina] PCC Production voltage of L3-L1 (Vac),solar_concept_3721_kwp_lexaina__pcc_production_voltage_of_l3_l1__vac
[Solar Concept 3721 KWp Lexaina] PCC Total Production active power (kW),solar_concept_3721_kwp_lexaina__pcc_total_production_active_power__kw
[Solar Concept 3721 KWp Lexaina] PCC Total Production reactive power (kVAr),solar_concept_3721_kwp_lexaina__pcc_total_production_reactive_power__kvar
[Solar Concept 3721 KWp Lexaina] Solar Concept 3721 KWp Lexaina Average Irradiance (W*m^-2),solar_concept_3721_kwp_lexaina__solar_concept_3721_kwp_lexaina_average_irradiance__w_m_2
[Solar Datum 2910 KWp Lexaina] PCC PCC Current THD-R of phase L1 (%),solar_datum_2910_kwp_lexaina__pcc_current_thd_r_of_phase_l1__pct
[Solar Datum 2910 KWp Lexaina] PCC PCC Current THD-R of phase L2 (%),solar_datum_2910_kwp_lexaina__pcc_current_thd_r_of_phase_l2__pct
[Solar Datum 2910 KWp Lexaina] PCC PCC Current THD-R of phase L3 (%),solar_datum_2910_kwp_lexaina__pcc_current_thd_r_of_phase_l3__pct
[Solar Datum 2910 KWp Lexaina] PCC PCC active energy export (kWh),solar_datum_2910_kwp_lexaina__pcc_active_energy_export__kwh
[Solar Datum 2910 KWp Lexaina] PCC PCC active energy import (kWh),solar_datum_2910_kwp_lexaina__pcc_active_energy_import__kwh
[Solar Datum 2910 KWp Lexaina] PCC PCC apparent energy (kVAh),solar_datum_2910_kwp_lexaina__pcc_apparent_energy__kvah
[Solar Datum 2910 KWp Lexaina] PCC PCC current of phase L1 (A),solar_datum_2910_kwp_lexaina__pcc_current_of_phase_l1__a
[Solar Datum 2910 KWp Lexaina] PCC PCC current of phase L2 (A),solar_datum_2910_kwp_lexaina__pcc_current_of_phase_l2__a
[Solar Datum 2910 KWp Lexaina] PCC PCC current of phase L3 (A),solar_datum_2910_kwp_lexaina__pcc_current_of_phase_l3__a
[Solar Datum 2910 KWp Lexaina] PCC PCC frequency (Hz),solar_datum_2910_kwp_lexaina__pcc_frequency__hz
[Solar Datum 2910 KWp Lexaina] PCC PCC power factor of phase L1 (-),solar_datum_2910_kwp_lexaina__pcc_power_factor_of_phase_l1
[Solar Datum 2910 KWp Lexaina] PCC PCC power factor of phase L2 (-),solar_datum_2910_kwp_lexaina__pcc_power_factor_of_phase_l2
[Solar Datum 2910 KWp Lexaina] PCC PCC power factor of phase L3 (-),solar_datum_2910_kwp_lexaina__pcc_power_factor_of_phase_l3
[Solar Datum 2910 KWp Lexaina] PCC PCC reactive energy export (kVArh),solar_datum_2910_kwp_lexaina__pcc_reactive_energy_export__kvarh
[Solar Datum 2910 KWp Lexaina] PCC PCC reactive energy import (kVArh),solar_datum_2910_kwp_lexaina__pcc_reactive_energy_import__kvarh
[Solar Datum 2910 KWp Lexaina] PCC PCC total power factor (-),solar_datum_2910_kwp_lexaina__pcc_total_power_factor
[Solar Datum 2910 KWp Lexaina] PCC PCC voltage of L1-L2 (Vac),solar_datum_2910_kwp_lexaina__pcc_voltage_of_l1_l2__vac
[Solar Datum 2910 KWp Lexaina] PCC PCC voltage of L2-L3 (Vac),solar_datum_2910_kwp_lexaina__pcc_voltage_of_l2_l3__vac
[Solar Datum 2910 KWp Lexaina] PCC PCC voltage of L3-L1 (Vac),solar_datum_2910_kwp_lexaina__pcc_voltage_of_l3_l1__vac
[Solar Datum 2910 KWp Lexaina] PCC Production active energy export (kWh),solar_datum_2910_kwp_lexaina__pcc_production_active_energy_export__kwh
[Solar Datum 2910 KWp Lexaina] PCC Production active energy import (kWh),solar_datum_2910_kwp_lexaina__pcc_production_active_energy_import__kwh
[Solar Datum 2910 KWp Lexaina] PCC Production apparent energy (kVAh),solar_datum_2910_kwp_lexaina__pcc_production_apparent_energy__kvah
[Solar Datum 2910 KWp Lexaina] PCC Production current of phase L1 (A),solar_datum_2910_kwp_lexaina__pcc_production_current_of_phase_l1__a
[Solar Datum 2910 KWp Lexaina] PCC Production current of phase L2 (A),solar_datum_2910_kwp_lexaina__pcc_production_current_of_phase_l2__a
[Solar Datum 2910 KWp Lexaina] PCC Production current of phase L3 (A),solar_datum_2910_kwp_lexaina__pcc_production_current_of_phase_l3__a
[Solar Datum 2910 KWp Lexaina] PCC Production frequency (Hz),solar_datum_2910_kwp_lexaina__pcc_production_frequency__hz
[Solar Datum 2910 KWp Lexaina] PCC Production reactive energy export (kVArh),solar_datum_2910_kwp_lexaina__pcc_production_reactive_energy_export__kvarh
[Solar Datum 2910 KWp Lexaina] PCC Production reactive energy import (kVArh),solar_datum_2910_kwp_lexaina__pcc_production_reactive_energy_import__kvarh
[Solar Datum 2910 KWp Lexaina] PCC Production total power factor (-),solar_datum_2910_kwp_lexaina__pcc_production_total_power_factor
[Solar Datum 2910 KWp Lexaina] PCC Production voltage of L1-L2 (Vac),solar_datum_2910_kwp_lexaina__pcc_production_voltage_of_l1_l2__vac
[Solar Datum 2910 KWp Lexaina] PCC Production voltage of L2-L3 (Vac),solar_datum_2910_kwp_lexaina__pcc_production_voltage_of_l2_l3__vac
[Solar Datum 2910 KWp Lexaina] PCC Production voltage of L3-L1 (Vac),solar_datum_2910_kwp_lexaina__pcc_production_voltage_of_l3_l1__vac
[Solar Datum 2910 KWp Lexaina] PCC Total Production active power (kW),solar_datum_2910_kwp_lexaina__pcc_total_production_active_power__kw
[Solar Datum 2910 KWp Lexaina] PCC Total Production apparent power (kVA),solar_datum_2910_kwp_lexaina__pcc_total_production_apparent_power__kva
[Solar Datum 2910 KWp Lexaina] PCC Total Production reactive power (kVAr),solar_datum_2910_kwp_lexaina__pcc_total_production_reactive_power__kvar
[Solar Datum 2910 KWp Lexaina] Solar Datum 2910 KWp Lexaina Average Irradiance (W*m^-2),solar_datum_2910_kwp_lexaina__solar_datum_2910_kwp_lexaina_average_irradiance__w_m_2
[Solar Datum 864 KWp Darali] Main Weather Station Ambient Temperature (C),solar_datum_864_kwp_darali__main_weather_station_ambient_temperature__c
[Solar Datum 864 KWp Darali] Main Weather Station Relative Humidity  (%),solar_datum_864_kwp_darali__main_weather_station_relative_humidity__pct
[Solar Datum 864 KWp Darali] PCC PCC Current THD-R of neutral (%),solar_datum_864_kwp_darali__pcc_current_thd_r_of_neutral__pct
[Solar Datum 864 KWp Darali] PCC PCC Current THD-R of phase L1 (%),solar_datum_864_kwp_darali__pcc_current_thd_r_of_phase_l1__pct
[Solar Datum 864 KWp Darali] PCC PCC Current THD-R of phase L2 (%),solar_datum_864_kwp_darali__pcc_current_thd_r_of_phase_l2__pct
[Solar Datum 864 KWp Darali] PCC PCC Current THD-R of phase L3 (%),solar_datum_864_kwp_darali__pcc_current_thd_r_of_phase_l3__pct
[Solar Datum 864 KWp Darali] PCC PCC active energy export (kWh),solar_datum_864_kwp_darali__pcc_active_energy_export__kwh
[Solar Datum 864 KWp Darali] PCC PCC active energy import (kWh),solar_datum_864_kwp_darali__pcc_active_energy_import__kwh
[Solar Datum 864 KWp Darali] PCC PCC apparent energy (kVAh),solar_datum_864_kwp_darali__pcc_apparent_energy__kvah
[Solar Datum 864 KWp Darali] PCC PCC average current (A),solar_datum_864_kwp_darali__pcc_average_current__a
[Solar Datum 864 KWp Darali] PCC PCC average line voltage (Vac),solar_datum_864_kwp_darali__pcc_average_line_voltage__vac
[Solar Datum 864 KWp Darali] PCC PCC average phase voltage (Vac),solar_datum_864_kwp_darali__pcc_average_phase_voltage__vac
[Solar Datum 864 KWp Darali] PCC PCC current of phase L1 (A),solar_datum_864_kwp_darali__pcc_current_of_phase_l1__a
[Solar Datum 864 KWp Darali] PCC PCC current of phase L2 (A),solar_datum_864_kwp_darali__pcc_current_of_phase_l2__a
[Solar Datum 864 KWp Darali] PCC PCC current of phase L3 (A),solar_datum_864_kwp_darali__pcc_current_of_phase_l3__a
[Solar Datum 864 KWp Darali] PCC PCC current unbalance of phase L1 (%),solar_datum_864_kwp_darali__pcc_current_unbalance_of_phase_l1__pct
[Solar Datum 864 KWp Darali] PCC PCC current unbalance of phase L2 (%),solar_datum_864_kwp_darali__pcc_current_unbalance_of_phase_l2__pct
[Solar Datum 864 KWp Darali] PCC PCC current unbalance of phase L3 (%),solar_datum_864_kwp_darali__pcc_current_unbalance_of_phase_l3__pct
[Solar Datum 864 KWp Darali] PCC PCC frequency (Hz),solar_datum_864_kwp_darali__pcc_frequency__hz
[Solar Datum 864 KWp Darali] PCC PCC power factor of phase L1 (-),solar_datum_864_kwp_darali__pcc_power_factor_of_phase_l1
[Solar Datum 864 KWp Darali] PCC PCC power factor of phase L2 (-),solar_datum_864_kwp_darali__pcc_power_factor_of_phase_l2
[Solar Datum 864 KWp Darali] PCC PCC power factor of phase L3 (-),solar_datum_864_kwp_darali__pcc_power_factor_of_phase_l3
[Solar Datum 864 KWp Darali] PCC PCC reactive energy export (kVArh),solar_datum_864_kwp_darali__pcc_reactive_energy_export__kvarh
[Solar Datum 864 KWp Darali] PCC PCC reactive energy import (kVArh),solar_datum_864_kwp_darali__pcc_reactive_energy_import__kvarh
[Solar Datum 864 KWp Darali] PCC PCC total power factor (-),solar_datum_864_kwp_darali__pcc_total_power_factor
[Solar Datum 864 KWp Darali] PCC PCC voltage of L1-L2 (Vac),solar_datum_864_kwp_darali__pcc_voltage_of_l1_l2__vac
[Solar Datum 864 KWp Darali] PCC PCC voltage of L2-L3 (Vac),solar_datum_864_kwp_darali__pcc_voltage_of_l2_l3__vac
[Solar Datum 864 KWp Darali] PCC PCC voltage of L3-L1 (Vac),solar_datum_864_kwp_darali__pcc_voltage_of_l3_l1__vac
[Solar Datum 864 KWp Darali] PCC Production active energy export (kWh),solar_datum_864_kwp_darali__pcc_production_active_energy_export__kwh
[Solar Datum 864 KWp Darali] PCC Production active energy import (kWh),solar_datum_864_kwp_darali__pcc_production_active_energy_import__kwh
[Solar Datum 864 KWp Darali] PCC Production apparent energy (kVAh),solar_datum_864_kwp_darali__pcc_production_apparent_energy__kvah
[Solar Datum 864 KWp Darali] PCC Production current of phase L1 (A),solar_datum_864_kwp_darali__pcc_production_current_of_phase_l1__a
[Solar Datum 864 KWp Darali] PCC Production current of phase L2 (A),solar_datum_864_kwp_darali__pcc_production_current_of_phase_l2__a
[Solar Datum 864 KWp Darali] PCC Production current of phase L3 (A),solar_datum_864_kwp_darali__pcc_production_current_of_phase_l3__a
[Solar Datum 864 KWp Darali] PCC Production frequency (Hz),solar_datum_864_kwp_darali__pcc_production_frequency__hz
[Solar Datum 864 KWp Darali] PCC Production reactive energy export (kVArh),solar_datum_864_kwp_darali__pcc_production_reactive_energy_export__kvarh
[Solar Datum 864 KWp Darali] PCC Production reactive energy import (kVArh),solar_datum_864_kwp_darali__pcc_production_reactive_energy_import__kvarh
[Solar Datum 864 KWp Darali] PCC Production total power factor (-),solar_datum_864_kwp_darali__pcc_production_total_power_factor
[Solar Datum 864 KWp Darali] PCC Production voltage of L1-L2 (Vac),solar_datum_864_kwp_darali__pcc_production_voltage_of_l1_l2__vac
[Solar Datum 864 KWp Darali] PCC Production voltage of L2-L3 (Vac),solar_datum_864_kwp_darali__pcc_production_voltage_of_l2_l3__vac
[Solar Datum 864 KWp Darali] PCC Production voltage of L3-L1 (Vac),solar_datum_864_kwp_darali__pcc_production_voltage_of_l3_l1__vac
[Solar Datum 864 KWp Darali] PCC Total Production active power (kW),solar_datum_864_kwp_darali__pcc_total_production_active_power__kw
[Solar Datum 864 KWp Darali] PCC Total Production apparent power (kVA),solar_datum_864_kwp_darali__pcc_total_production_apparent_power__kva
[Solar Datum 864 KWp Darali] PCC Total Production reactive power (kVAr),solar_datum_864_kwp_darali__pcc_total_production_reactive_power__kvar
[Solar Datum 864 KWp Darali] Solar Datum 864 KWp Darali Average Irradiance (W*m^-2),solar_datum_864_kwp_darali__solar_datum_864_kwp_darali_average_irradiance__w_m_2
[Solar Factory 494kWp Andravida] PCC PCC Current THD-R of neutral (%),solar_factory_494kwp_andravida__pcc_current_thd_r_of_neutral__pct
[Solar Factory 494kWp Andravida] PCC PCC Current THD-R of phase L1 (%),solar_factory_494kwp_andravida__pcc_current_thd_r_of_phase_l1__pct
[Solar Factory 494kWp Andravida] PCC PCC Current THD-R of phase L2 (%),solar_factory_494kwp_andravida__pcc_current_thd_r_of_phase_l2__pct
[Solar Factory 494kWp Andravida] PCC PCC Current THD-R of phase L3 (%),solar_factory_494kwp_andravida__pcc_current_thd_r_of_phase_l3__pct
[Solar Factory 494kWp Andravida] PCC PCC active energy export (kWh),solar_factory_494kwp_andravida__pcc_active_energy_export__kwh
[Solar Factory 494kWp Andravida] PCC PCC active energy import (kWh),solar_factory_494kwp_andravida__pcc_active_energy_import__kwh
[Solar Factory 494kWp Andravida] PCC PCC apparent energy (kVAh),solar_factory_494kwp_andravida__pcc_apparent_energy__kvah
[Solar Factory 494kWp Andravida] PCC PCC average current (A),solar_factory_494kwp_andravida__pcc_average_current__a
[Solar Factory 494kWp Andravida] PCC PCC average line voltage (Vac),solar_factory_494kwp_andravida__pcc_average_line_voltage__vac
[Solar Factory 494kWp Andravida] PCC PCC average phase voltage (Vac),solar_factory_494kwp_andravida__pcc_average_phase_voltage__vac
[Solar Factory 494kWp Andravida] PCC PCC current of phase L1 (A),solar_factory_494kwp_andravida__pcc_current_of_phase_l1__a
[Solar Factory 494kWp Andravida] PCC PCC current of phase L2 (A),solar_factory_494kwp_andravida__pcc_current_of_phase_l2__a
[Solar Factory 494kWp Andravida] PCC PCC current of phase L3 (A),solar_factory_494kwp_andravida__pcc_current_of_phase_l3__a
[Solar Factory 494kWp Andravida] PCC PCC current unbalance of phase L1 (%),solar_factory_494kwp_andravida__pcc_current_unbalance_of_phase_l1__pct
[Solar Factory 494kWp Andravida] PCC PCC current unbalance of phase L2 (%),solar_factory_494kwp_andravida__pcc_current_unbalance_of_phase_l2__pct
[Solar Factory 494kWp Andravida] PCC PCC current unbalance of phase L3 (%),solar_factory_494kwp_andravida__pcc_current_unbalance_of_phase_l3__pct
[Solar Factory 494kWp Andravida] PCC PCC frequency (Hz),solar_factory_494kwp_andravida__pcc_frequency__hz
[Solar Factory 494kWp Andravida] PCC PCC power factor of phase L1 (-),solar_factory_494kwp_andravida__pcc_power_factor_of_phase_l1
[Solar Factory 494kWp Andravida] PCC PCC power factor of phase L2 (-),solar_factory_494kwp_andravida__pcc_power_factor_of_phase_l2
[Solar Factory 494kWp Andravida] PCC PCC power factor of phase L3 (-),solar_factory_494kwp_andravida__pcc_power_factor_of_phase_l3
[Solar Factory 494kWp Andravida] PCC PCC reactive energy export (kVArh),solar_factory_494kwp_andravida__pcc_reactive_energy_export__kvarh
[Solar Factory 494kWp Andravida] PCC PCC reactive energy import (kVArh),solar_factory_494kwp_andravida__pcc_reactive_energy_import__kvarh
[Solar Factory 494kWp Andravida] PCC PCC total power factor (-),solar_factory_494kwp_andravida__pcc_total_power_factor
[Solar Factory 494kWp Andravida] PCC PCC voltage of L1-L2 (Vac),solar_factory_494kwp_andravida__pcc_voltage_of_l1_l2__vac
[Solar Factory 494kWp Andravida] PCC PCC voltage of L2-L3 (Vac),solar_factory_494kwp_andravida__pcc_voltage_of_l2_l3__vac
[Solar Factory 494kWp Andravida] PCC PCC voltage of L3-L1 (Vac),solar_factory_494kwp_andravida__pcc_voltage_of_l3_l1__vac
[Solar Factory 494kWp Andravida] PCC Production active energy export (kWh),solar_factory_494kwp_andravida__pcc_production_active_energy_export__kwh
[Solar Factory 494kWp Andravida] PCC Production active energy import (kWh),solar_factory_494kwp_andravida__pcc_production_active_energy_import__kwh
[Solar Factory 494kWp Andravida] PCC Production apparent energy (kVAh),solar_factory_494kwp_andravida__pcc_production_apparent_energy__kvah
[Solar Factory 494kWp Andravida] PCC Production current of phase L1 (A),solar_factory_494kwp_andravida__pcc_production_current_of_phase_l1__a
[Solar Factory 494kWp Andravida] PCC Production current of phase L2 (A),solar_factory_494kwp_andravida__pcc_production_current_of_phase_l2__a
[Solar Factory 494kWp Andravida] PCC Production current of phase L3 (A),solar_factory_494kwp_andravida__pcc_production_current_of_phase_l3__a
[Solar Factory 494kWp Andravida] PCC Production frequency (Hz),solar_factory_494kwp_andravida__pcc_production_frequency__hz
[Solar Factory 494kWp Andravida] PCC Production reactive energy export (kVArh),solar_factory_494kwp_andravida__pcc_production_reactive_energy_export__kvarh
[Solar Factory 494kWp Andravida] PCC Production reactive energy import (kVArh),solar_factory_494kwp_andravida__pcc_production_reactive_energy_import__kvarh
[Solar Factory 494kWp Andravida] PCC Production total power factor (-),solar_factory_494kwp_andravida__pcc_production_total_power_factor
[Solar Factory 494kWp Andravida] PCC Production voltage of L1-L2 (Vac),solar_factory_494kwp_andravida__pcc_production_voltage_of_l1_l2__vac
[Solar Factory 494kWp Andravida] PCC Production voltage of L2-L3 (Vac),solar_factory_494kwp_andravida__pcc_production_voltage_of_l2_l3__vac
[Solar Factory 494kWp Andravida] PCC Production voltage of L3-L1 (Vac),solar_factory_494kwp_andravida__pcc_production_voltage_of_l3_l1__vac
[Solar Factory 494kWp Andravida] PCC Total Production active power (kW),solar_factory_494kwp_andravida__pcc_total_production_active_power__kw
[Solar Factory 494kWp Andravida] PCC Total Production apparent power (kVA),solar_factory_494kwp_andravida__pcc_total_production_apparent_power__kva
[Solar Factory 494kWp Andravida] PCC Total Production reactive power (kVAr),solar_factory_494kwp_andravida__pcc_total_production_reactive_power__kvar
[Solar Factory 494kWp Andravida] Solar Factory 494kWp Andravida Average Irradiance (W*m^-2),solar_factory_494kwp_andravida__solar_factory_494kwp_andravida_average_irradiance__w_m_2
[Solar Factory 494kWp Andravida] Weather Station Ambient temperature (C),solar_factory_494kwp_andravida__weather_station_ambient_temperature__c
[Solar Factory 494kWp Andravida] Weather Station Wind speed (m*s^-1),solar_factory_494kwp_andravida__weather_station_wind_speed__m_s_1
[Spes Solaris 1527 KWp Darali] PCC PCC Current THD-R of neutral (%),spes_solaris_1527_kwp_darali__pcc_current_thd_r_of_neutral__pct
